ex15,6867,6867,98671,0.000001204,0,45343,Linux
cfd1,70656,70656,1828364,4.74952686849088E-14,47,235563,Linux
shallow_water1,81920,81920,327680,2.54290285446834E-16,3,304684,Linux
cfd2,123440,123440,3087898,5.19121570335692E-13,142,816132,Linux
G3_circuit,1585478,1585478,7660826,8.75817949875846E-13,1232,493927,Linux
apache2,715176,715176,4817870,1.93303042650044E-11,1591,251948,Linux
parabolic_fem,525825,525825,3674625,8.22714411921508E-13,28,631114,Linux
