ex15,6867,6867,98671,1.2626142146417686e-06,0,48514,Linux
cfd1,70656,70656,1828364,5.392221204794744e-14,60,420850,Linux
shallow_water1,81920,81920,327680,2.780816381195531e-16,4,875512,Linux
cfd2,123440,123440,3087898,5.522997258263086e-13,203,738604,Linux
apache2,715176,715176,4817870,1.933030426500444e-11,1324,630296,Linux
parabolic_fem,525825,525825,3674625,8.227144119215077e-13,28,306474,Linux
G3_circuit,1585478,1585478,7660826,1.3682787180589814e-12,1277,411221,Linux
